ParticipantId,TrialId,N,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MiddleGamma,HRV,Level
5,2,7,2944,24573,11149,1486,4466,4239,2664,1084,25.95,1
5,2,8,3237,27895,10062,1131,4673,4404,2299,1023,22.78,1
5,2,9,3702,27357,11374,1544,4179,3962,2189,956,23.24,1
5,2,10,3636,25456,10463,1594,4257,4267,2056,832,24.7,1
5,2,11,4582,27116,10985,1251,4363,4970,2230,796,24.23,1
5,2,12,2895,28506,12443,1340,4940,4603,2547,720,22.45,1
5,2,13,2830,25289,9580,1242,5693,4442,2851,802,23.68,1
5,2,14,4072,26876,10059,1118,4000,4170,2470,702,21.55,1
5,2,15,2535,26143,11422,1633,3868,4748,2083,621,22.41,1
5,2,16,4457,4564,1407,8162,10384,4578,2817,851,35.12,1
5,2,17,4959,2951,1191,8236,12158,5017,3022,898,36.76,1
5,2,18,3293,5300,1589,8599,11230,5314,2788,988,32.36,1
5,2,19,3055,3942,821,7918,10739,4564,2591,903,36.19,1
5,2,20,4940,3597,1719,8913,7764,3769,2569,908,34.5,1
5,2,21,3606,4442,1347,8183,10338,5552,3041,962,35.45,1
5,2,22,3477,4405,1169,8187,11007,4203,3448,864,31.47,1
5,2,23,3509,3333,1352,8641,9392,5377,2922,805,35.07,1
5,2,24,3332,5380,1464,6561,10116,4609,2882,975,38.53,1
5,2,25,4676,4020,1548,9780,9705,4684,2707,796,37.15,1
5,2,26,5086,8675,3186,5644,6659,4046,2761,444,35.12,1
5,2,27,5242,10079,2371,6190,6710,4141,3279,424,35.61,1
5,2,28,5628,9709,2624,5892,7681,3999,2747,474,36.42,1
5,2,29,3406,9221,3218,5058,6746,4289,2252,417,36.27,1
5,2,30,5416,7033,3694,6418,6969,4157,2582,367,32.8,1
5,2,31,3985,7760,2670,5076,6067,4996,2879,419,32.44,1
5,2,32,4278,7437,2731,6449,6831,4401,2913,500,35.35,1
5,2,33,3568,11047,2442,5458,5543,4469,2605,383,35.36,1
5,2,34,3332,9451,2298,4712,5883,4258,2366,422,32.32,1
5,2,35,5986,8626,4315,6337,8349,4062,3540,489,37.8,1
5,2,36,2526,7773,3445,2032,7895,4454,3512,1261,35.12,1
5,2,37,2041,7093,3369,2197,8276,4229,3180,1199,33.31,1
5,2,38,2943,7481,2754,2089,9227,5032,3805,1233,34.88,1
5,2,39,2567,6335,3791,2186,9160,4579,3459,1404,37.27,1
5,2,40,2935,7595,2520,1699,7615,5073,3668,1379,35.03,1
5,2,41,2197,7676,4093,2261,6869,5069,4099,1325,33.9,1
5,2,42,2846,7978,3586,1812,8512,4385,3862,1483,33.36,1
5,2,43,2252,8858,3538,2172,7436,3861,4117,1205,33.71,1
5,2,44,1949,7871,2915,2092,8041,4249,3687,1354,34.51,1
5,2,45,2430,8259,3798,2217,7241,4730,3856,1360,35.65,1
5,2,46,3807,12615,7682,10655,9856,5026,2327,1103,35.12,1
5,2,47,3579,13372,8963,11229,10049,4940,2313,1102,35.29,1
5,2,48,3994,11857,7344,10648,10308,5281,2014,1249,37.89,1
5,2,49,3032,12594,7210,10324,9403,4524,2515,864,33.58,1
5,2,50,4707,13879,8755,10781,9561,5184,2564,892,34.4,1
5,2,51,5223,12983,7560,9945,10038,4754,2052,913,34.23,1
5,2,52,4078,10115,7387,9516,8784,5136,2016,986,32.33,1
5,2,53,4257,14227,8155,10473,10146,5179,2559,1154,39.38,1
5,2,54,2718,13096,8177,10432,11653,4929,2725,1182,32.57,1
5,2,55,3338,11529,8209,11696,8733,4625,1906,1159,32.33,1
5,2,56,3864,7991,5230,6833,8154,6255,2380,1113,35.59,1
5,2,57,4599,6239,4932,6990,8726,6192,2901,1203,35.37,1
5,2,58,2549,9125,5184,7206,7887,6164,2292,1134,36.11,1
5,2,59,4000,10222,6001,7702,7485,6543,2400,1288,38,1
5,2,60,3317,7681,4946,6999,8439,5856,2480,1312,35.88,1
5,2,61,3657,7613,5528,7484,8084,6246,2619,973,35.63,1
5,2,62,3915,8083,4763,6644,9606,6260,2174,1143,34.83,1
5,2,63,4045,9675,5776,6814,6627,6304,2455,1048,34.91,1
5,2,64,3155,7703,5606,7903,8040,6916,2538,840,34.5,1
5,2,65,3344,7033,3747,5950,9026,5950,2822,1137,32.86,1
5,2,66,3101,8236,9491,3418,6791,3412,2046,1512,35.59,1
5,2,67,2611,8962,8132,4058,6189,2946,1533,1431,34.23,1
5,2,68,2923,7716,9843,4147,6659,2831,2248,1551,35.58,1
5,2,69,2554,10686,9222,3063,7804,3514,2153,1681,32.85,1
5,2,70,3138,9518,8958,3862,6642,3027,1814,1851,36.06,1
5,2,71,2809,9004,9761,2634,6535,3541,1685,1578,34.66,1
5,2,72,2900,6440,10694,3193,7718,3482,1683,1225,34.87,1
5,2,73,2415,7023,8963,3840,7618,3664,1814,1252,32.48,1
5,2,74,3247,6719,10130,3683,6693,3328,1645,1329,34.58,1
5,2,75,3021,11331,9091,3397,8567,2905,2328,1716,37.89,1
5,2,76,2902,10318,6916,5508,6274,5183,1711,1794,35.59,1
5,2,77,3058,11929,5917,5797,6684,5159,1775,1663,36.3,1
5,2,78,3178,10388,6799,5927,5626,4967,1531,1505,38.74,1
5,2,79,2564,9756,7105,5034,6806,4862,1961,1699,38.38,1
5,2,80,2965,9185,6619,5937,7143,4419,1819,2006,39.77,1
5,2,81,3482,13485,6337,5416,5738,5281,1368,1416,34.6,1
5,2,82,3884,9672,7541,5774,6017,4296,2124,1708,33.43,1
5,2,83,2932,11173,8261,4273,6010,5072,1773,1846,33.42,1
5,2,84,1789,9778,6768,4759,5417,4307,1615,1938,35.7,1
5,2,85,3233,9525,7655,6203,6732,4396,1571,1763,35.88,1
5,2,86,19090,39846,11218,2109,8604,4747,2171,1008,35.59,1
5,2,87,20519,37400,10405,2315,8913,4717,1763,1147,37.52,1
5,2,88,18686,36200,11365,1922,9352,4643,2540,866,41.5,1
5,2,89,19903,43086,11416,1927,8633,4488,2183,1078,36.16,1
5,2,90,19102,39078,9864,2292,9958,5106,2628,1145,35.64,1
5,2,91,20845,40783,11585,2674,8775,4620,2621,921,34.91,1
5,2,92,16505,41504,14078,2254,9195,3850,1954,888,36.07,1
6,1,1,17855,37112,12195,2686,7616,4432,1816,1058,35.32,1
6,1,2,18143,35315,9993,1778,8744,4921,2567,886,40.61,1
6,1,3,19168,34996,10481,2977,8097,4680,2252,816,34.48,1
6,1,4,244,12599,1090,3300,5261,2741,1712,1363,37.75,1
6,1,5,79,16085,1522,3075,4037,3142,2171,1283,41.97,1
6,1,6,234,13134,1111,3392,6689,2419,1725,1681,37.58,1
6,1,7,411,16217,1477,3589,6527,2574,1682,1515,36.76,1
6,1,8,258,12085,728,3243,4380,2838,1655,1197,41.72,1
6,1,9,476,13812,1366,2842,5803,2785,1413,1255,39.43,1
6,1,10,605,14723,1136,2896,5664,3433,2196,1486,36.21,1
6,1,11,381,13402,786,2444,6439,2566,1715,1330,39.6,1
6,1,12,192,15173,757,2688,4730,2101,2069,1411,38.35,1
6,1,13,380,11082,749,3365,5922,2905,2119,1370,37.12,1
6,1,14,10658,15318,2325,7214,4856,3124,2469,1393,37.75,1
6,1,15,10197,14900,2195,6306,4705,3484,1993,1308,33.93,1
6,1,16,10003,17783,1617,7005,4845,3669,1881,1382,40.8,1
6,1,17,10835,14132,2343,6823,4893,3188,2378,1121,38.03,1
6,1,18,11428,15650,2546,7617,5493,3555,2735,1599,35.72,1
6,1,19,10349,18429,1896,7165,4903,3279,2649,1375,38.85,1
6,1,20,7853,13807,3110,6596,6274,3413,2414,1395,37.22,1
6,1,21,9882,16679,3176,7200,5977,3721,3006,1563,39.17,1
6,1,22,10846,14519,2845,7008,5056,3634,2282,1349,35.22,1
6,1,23,9991,14691,2131,7970,3866,2781,2589,1142,38.21,1
6,1,24,5247,17395,19937,2944,8197,5919,1552,686,37.75,1
6,1,25,6956,16544,19858,3225,8782,5141,1141,884,36.73,1
6,1,26,6442,18091,22199,3886,6721,6480,1253,460,38.26,1
6,1,27,5112,19127,22836,3128,6387,6762,1491,604,36.51,1
6,1,28,6267,18084,19950,2267,9178,5986,1644,726,39.69,1
6,1,29,5203,18865,19474,3335,8513,5774,1541,904,39.41,1
6,1,30,4744,17090,21216,2995,7808,5881,1568,649,38.45,1
6,1,31,6203,16647,20848,3000,8247,6201,1923,777,38.21,1
6,1,32,4833,16832,19831,3062,6775,5621,1654,709,38.9,1
6,1,33,5169,17414,19256,3295,9027,6519,1666,670,39.74,1
6,1,34,3358,4918,4016,4672,5117,3786,2337,1443,37.75,1
6,1,35,2854,6007,4603,3759,4450,4048,2054,1350,39.46,1
6,1,36,3079,6620,4094,4892,6176,3339,2109,1449,36.16,1
6,1,37,2891,5182,4161,5582,3909,4220,2009,1470,34.84,1
6,1,38,4388,4631,4763,4433,5967,3634,2438,1447,39.7,1
6,1,39,3528,5060,3341,4749,4872,3877,2465,1345,35.57,1
6,1,40,3675,4348,4683,4921,4700,4797,2165,1129,40.39,1
6,1,41,2353,3939,4712,4454,5723,3733,2635,1660,40.86,1
6,1,42,3657,4256,3262,3937,5170,3051,2951,1734,34.15,1
6,1,43,2358,4241,3458,5130,6393,3345,2358,1236,36.59,1
6,1,44,6199,27025,7221,403,4268,3003,2789,1251,23.8,1
6,1,45,5460,29352,6322,364,4412,3314,2638,1034,24.05,1
6,1,46,6208,24571,10188,183,4204,2734,2870,1013,20.81,1
6,1,47,6079,26412,6834,540,4755,2660,2765,1229,22.03,1
6,1,48,5732,26971,9113,562,4512,2502,2778,999,20.84,1
6,1,49,7444,27192,8190,561,5416,3282,2757,1309,23.92,1
6,1,50,5993,30139,7311,276,5348,3219,2812,1004,23.87,1
6,1,51,6209,29846,7249,254,4581,2716,3063,1222,25.39,1
6,1,52,6098,25652,7388,512,4324,3007,2892,1411,24.19,1
6,1,53,6304,28638,7925,266,4762,3239,2982,1312,22.89,1
6,1,54,1621,11853,4766,6333,4976,4412,1429,1288,23.8,1
6,1,55,2168,13540,4299,6357,5757,4198,1588,1257,24.48,1
6,1,56,2414,15060,3436,6456,4571,5095,1390,1388,25.73,1
6,1,57,1475,11596,5301,6057,4012,4317,1339,1328,22.34,1
6,1,58,1755,10846,5606,7521,5459,4857,1525,1292,25.2,1
6,1,59,1543,11102,4396,5707,5263,3825,1304,1313,19.39,1
6,1,60,1706,12278,5346,7197,4599,5180,1522,1614,24.63,1
6,1,61,2237,10481,5515,6453,3661,4713,1644,1188,21.22,1
6,1,62,1507,12122,5068,5834,4102,3880,1530,1247,25.07,1
6,1,63,1974,10121,5103,6686,5892,4487,1292,1101,22.77,1
6,1,64,8750,11237,11127,7419,6645,3206,3244,1660,23.8,1
6,1,65,7501,14018,10277,8001,7465,3156,3063,1845,19.95,1
6,1,66,10141,8970,11474,7369,8127,3017,3467,1915,24.13,1
6,1,67,7779,11623,10916,8104,6709,3244,2860,1477,23.53,1
6,1,68,7030,9239,12314,6572,6615,3817,3297,1874,22.17,1
6,1,69,7593,10690,11626,7910,6398,3843,3348,1531,21.78,1
6,1,70,9799,8130,10570,7366,7351,3341,2968,1827,22.52,1
6,1,71,8374,13005,11551,7483,6566,3077,3008,1811,25.96,1
6,1,72,7892,11671,11172,8228,5929,2803,2998,1676,26.63,1
6,1,73,8295,13784,12784,7698,7091,4106,3020,1477,26.01,1
6,1,74,11999,8459,1898,3073,10842,3797,1971,672,23.8,1
6,1,75,12295,7780,1822,3053,11194,3270,2002,843,27,1
6,1,76,12977,9957,1761,2678,10332,3737,1781,673,22.8,1
6,1,77,14371,10458,1927,2984,10165,3640,1765,725,24.36,1
6,1,78,14341,6536,2298,2980,11874,3866,2140,771,26.16,1
6,1,79,13066,5680,1461,3073,12533,3800,1676,601,24.48,1
6,1,80,14197,8198,1132,2890,11919,4066,2268,659,25.57,1
6,1,81,8642,9441,1580,3096,9727,3781,2481,745,22.41,1
6,1,82,13249,9196,1922,3230,9885,4194,2075,560,23.21,1
6,1,83,11467,9172,2184,2550,10887,3745,1392,578,23.24,1
6,1,84,12770,20551,10881,9165,5218,7769,2669,764,25.82,1
6,1,85,11223,19258,11801,8249,3964,8253,3103,840,25.63,1
6,1,86,11351,24513,11075,10058,5639,7888,3451,527,25.95,1
6,1,87,11224,21067,11141,8279,6274,7408,2950,820,27.01,1
6,1,88,14653,19636,11987,9208,5059,8964,2698,1095,22.95,1
6,1,89,12248,19837,10443,11374,5670,8509,2793,625,25.33,1
6,1,90,12367,16685,10717,9211,4495,7000,2638,663,23.47,1
6,1,91,11143,18932,10422,8798,4730,7452,2802,668,25.74,1
6,1,92,11574,20569,8853,8894,5653,7694,2391,912,28.55,1
6,2,1,11948,20028,10785,9560,5229,6342,2584,798,24.19,1
6,2,2,31344,36853,22501,14444,5168,3919,1518,680,25.82,1
6,2,3,27606,37803,21406,14707,4351,4639,1369,629,23.93,1
6,2,4,32334,42794,21445,12917,5019,3449,1633,698,25.34,1
6,2,5,28467,34436,22503,14518,6437,3303,1426,771,28.09,1
6,2,6,29836,35142,23408,14151,4870,4277,1327,559,27.54,1
6,2,7,30509,36942,24734,14819,5242,4255,1565,544,25.93,1
6,2,8,32039,43816,24334,15520,4385,3643,1721,897,30.25,1
6,2,9,32527,41070,25322,13509,6404,4328,1373,616,21.48,1
6,2,10,29402,36233,20962,14792,4531,4756,1432,637,24.92,1
6,2,11,31031,37594,22366,15305,4989,4872,1574,506,27.4,1
6,2,12,5378,25995,7753,2386,20589,4489,7889,1140,25.82,1
6,2,13,5849,24905,8953,2239,19272,5415,8386,1461,25.39,1
6,2,14,4879,30160,7947,2246,19618,5412,7740,1181,25.71,1
6,2,15,5602,25098,8287,1475,21856,4141,7851,1052,30.88,1
6,2,16,4901,27827,7792,2376,23570,5140,8125,1245,24.25,1
6,2,17,4568,25901,8183,2036,20253,4258,8332,1089,27.24,1
6,2,18,5734,27388,7797,2213,20735,4074,8746,1024,27.42,1
6,2,19,4480,21771,8524,2441,21944,5587,7913,985,26.47,1
6,2,20,4664,26887,7592,1978,20642,5095,7675,901,24.69,1
6,2,21,5718,28827,7051,2278,20641,4864,8478,1134,27.98,1
6,2,22,6078,132450,10447,22512,4426,2457,1528,787,14.14,1
6,2,23,6774,128449,10887,21964,3421,1931,1777,713,14.81,1
6,2,24,3789,136234,11731,21507,5610,2244,1719,701,14.44,1
6,2,25,6880,133380,10974,22748,5225,2322,1701,723,15.42,1
6,2,26,6427,121943,9545,22387,4331,2916,1801,946,16.29,1
6,2,27,6573,131005,10101,21212,2729,2966,1700,721,13.07,1
6,2,28,4428,135312,11065,20848,4877,2222,1798,874,15.16,1
6,2,29,6031,124834,10102,25355,4160,2477,1531,903,13.63,1
6,2,30,5633,141029,8863,23334,4357,2225,1626,689,14.86,1
6,2,31,5623,131209,9463,20116,4171,2643,1145,809,15.34,1
6,2,32,6714,18967,3696,3015,6116,4917,3193,1650,14.14,1
6,2,33,5259,21323,3529,2886,6322,5181,3379,1711,13.26,1
6,2,34,5998,18807,3440,2822,6698,4581,2783,1864,14.63,1
6,2,35,5945,17087,3755,3038,6016,4815,3154,1761,16.48,1
6,2,36,4203,22260,4008,3349,6475,4526,3049,1675,13.67,1
6,2,37,6973,18837,3895,2572,6365,3570,2951,1440,15.22,1
6,2,38,8178,18592,3080,3354,5198,5372,3399,1586,13.98,1
6,2,39,7148,21868,3684,3341,5865,4324,3374,1689,11.12,1
6,2,40,6055,19873,3875,3302,7168,5412,3358,2074,14.85,1
6,2,41,5404,17818,4748,3067,5463,4470,3218,1825,14.11,1
6,2,42,2222,2429,12315,2452,18849,5151,3348,1204,14.14,1
6,2,43,1480,1592,13378,2148,18811,5429,3395,1175,14.89,1
6,2,44,2243,3072,11716,2266,18669,4580,2656,1007,13.61,1
6,2,45,2562,2659,12400,2846,21188,4584,3655,1340,14.16,1
6,2,46,2377,1667,12635,2570,21728,4571,3038,1307,14.75,1
6,2,47,841,2968,12688,2445,21390,4872,4031,1464,14.47,1
6,2,48,1995,2035,11366,2251,18731,4696,3982,1049,10.72,1
6,2,49,2503,3839,10801,2007,18246,5417,3808,1232,16.95,1
6,2,50,2282,1807,13344,2420,17711,5660,3173,1316,12.72,1
6,2,51,1789,3105,12476,2187,21695,4838,3170,1310,13.8,1
6,2,52,10313,5671,1554,6889,5963,3884,4211,1861,14.14,1
6,2,53,11757,7901,2075,5781,6982,3332,4440,1857,13.92,1
6,2,54,9984,7701,1501,7464,6843,3592,3863,2034,10.41,1
6,2,55,10151,8981,1244,7540,5963,4360,3539,2027,13.61,1
6,2,56,10599,5916,1991,6723,6044,3717,4432,1749,13.83,1
6,2,57,9736,6053,1941,6693,5781,3309,4670,1758,16.6,1
6,2,58,9384,5399,1246,7079,6628,3638,4304,2011,13,1
6,2,59,11072,7052,1205,6035,5744,2875,3895,1749,12.3,1
6,2,60,10814,5007,1568,7688,7363,3015,4050,1778,15.16,1
6,2,61,11155,5861,1585,7020,5171,4008,5150,1922,15.49,1
6,2,62,7202,13498,1703,6193,4633,2866,4302,1209,23.8,1
6,2,63,7369,13783,1530,5604,4741,3262,4248,1102,26.08,1
6,2,64,8031,14661,2156,5820,6041,3121,4172,1331,23.93,1
6,2,65,7123,13777,2289,5770,4568,2153,4689,1264,23.17,1
6,2,66,7031,12240,1146,6305,4668,2687,4133,1315,22.22,1
6,2,67,8598,13619,1128,7753,4772,2541,4385,1074,24.24,1
6,2,68,6794,15159,1482,5812,5276,2199,4219,1049,22.32,1
6,2,69,6644,13569,1797,6281,5569,2959,4829,1076,26.25,1
6,2,70,7487,14894,1654,7013,4192,2847,3906,904,22.68,1
6,2,71,8502,15321,1895,5560,4741,3362,4596,1316,24.1,1
6,2,72,4727,5326,8962,1645,8070,4423,2408,3292,23.8,1
6,2,73,4456,6319,8704,1531,7836,4071,2062,3151,25.8,1
6,2,74,6163,3222,8782,1459,8182,4067,2484,2905,26.12,1
6,2,75,5272,4931,8919,1660,8702,4325,2477,3343,23.17,1
6,2,76,4411,5520,9323,1489,8826,4196,2154,3521,23.17,1
6,2,77,4201,4613,9537,1224,8052,4227,2557,3588,21.11,1
6,2,78,6244,5296,9104,1641,8074,4998,2681,3262,21.87,1
6,2,79,4978,6009,8202,1558,8540,3831,2353,3292,21.03,1
6,2,80,4247,4566,7377,1127,7195,4341,2277,3405,21.05,1
6,2,81,4614,6172,9628,1908,7601,4251,2509,3221,22.72,1
6,2,82,1431,13820,10138,3659,15489,5998,2487,980,23.8,1
6,2,83,1320,11581,9403,4218,15072,5803,2516,989,24.88,1
6,2,84,1421,14978,9949,3706,15644,6703,2790,1028,24.09,1
6,2,85,2994,15566,9260,2659,16662,6800,2441,1010,25.02,1
6,2,86,1292,16219,11275,3577,14225,5319,2229,1154,21.82,1
6,2,87,2169,13736,9954,3657,15347,5966,2256,803,24.91,1
6,2,88,1361,10252,9475,4006,17925,5743,2765,813,20.53,1
6,2,89,1548,11727,11129,4063,15328,6279,2325,1168,25.12,1
6,2,90,1586,14766,11065,3712,17307,5693,2165,991,25.38,1
6,2,91,993,13032,8736,2898,16564,6328,2825,879,24.08,1
6,2,92,18619,9108,4006,5075,8374,3450,2401,1177,23.8,1
7,1,1,19534,9122,4851,5748,7829,3506,2349,1180,24.26,1
7,1,2,19278,9477,3876,6007,7922,2912,1974,970,24.51,1
7,1,3,17272,7664,3981,5238,7778,3310,2118,1175,23.76,1
7,1,4,16990,7756,4099,4551,7112,3024,2214,1437,25.77,1
7,1,5,19455,11615,3144,4405,6826,3641,2260,1280,25.56,1
7,1,6,17333,9164,3440,4386,7459,3325,3000,1148,22.66,1
7,1,7,17802,11599,3559,5234,8981,3112,2290,1177,25.74,1
7,1,8,18832,11073,4366,5644,8015,3351,2154,1214,23.55,1
7,1,9,18959,7699,3474,4090,10321,4327,2629,824,23.95,1
7,1,10,4876,8309,19720,1226,1821,3656,4019,1220,31.09,1
7,1,11,4976,8652,20340,1541,2075,3282,4233,1197,30.92,1
7,1,12,4100,7593,17739,967,1699,4473,4449,1246,30.93,1
7,1,13,5764,9783,19747,1354,1587,4062,4452,1324,28,1
7,1,14,4260,9365,19808,1402,3064,3338,4402,1183,31.62,1
7,1,15,4829,8733,20254,1156,2173,4172,3348,1131,29.07,1
7,1,16,5183,7086,20335,1372,1451,3635,3966,1237,29.32,1
7,1,17,4670,6221,19941,911,1585,3416,4048,1364,29.7,1
7,1,18,6610,6731,20953,1439,1962,3417,3801,1344,29.69,1
7,1,19,5030,8894,19772,1334,2048,4355,4043,1183,29.01,1
7,1,20,4011,10490,5358,5105,10881,4028,6378,822,31.09,1
7,1,21,3177,9926,6607,5635,9846,4321,7025,881,31.02,1
7,1,22,3943,10054,6375,5200,11644,3947,5774,822,30.82,1
7,1,23,4933,11391,6104,4881,10898,4162,6598,787,33.39,1
7,1,24,3493,14176,4633,3777,11399,4306,5908,938,29.9,1
7,1,25,3579,8941,4752,5513,10459,4255,6799,931,32.67,1
7,1,26,4185,12216,5698,4819,10725,3693,7089,638,30,1
7,1,27,3198,10406,4996,5001,11075,3492,6950,892,30.89,1
7,1,28,3920,9316,5589,5354,11577,4140,6301,665,31.75,1
7,1,29,4398,12500,5133,6106,11526,4398,6622,953,31.1,1
7,1,30,2010,12144,5864,10383,8339,2804,3878,1134,31.09,1
7,1,31,1734,10568,6702,9571,9239,2564,3373,1194,30.73,1
7,1,32,1517,12749,5741,10650,8398,3586,4316,1442,30.93,1
7,1,33,1820,11833,6482,9558,8618,2783,3415,1242,30.19,1
7,1,34,1860,12902,6969,10860,7926,2948,3873,1083,30.01,1
7,1,35,2245,14878,5308,8759,8953,2855,3430,1093,28.88,1
7,1,36,1983,12328,5995,11249,7831,2724,3468,1043,32.15,1
7,1,37,2407,11434,4812,11555,8237,3099,4249,1276,30.29,1
7,1,38,1337,13590,5844,11186,8174,3126,4328,1289,28.74,1
7,1,39,2032,10638,5561,10556,8297,3190,3870,1114,28.45,1
7,1,40,2698,5830,381,3482,8219,3614,1350,938,31.09,1
7,1,41,3237,5535,673,3833,8155,2732,1518,988,29.65,1
7,1,42,2469,5310,286,2895,7222,4061,1610,857,28.21,1
7,1,43,2738,7150,414,3443,7544,3187,1255,967,30.7,1
7,1,44,2006,7049,544,3405,9118,3460,1242,1028,30.79,1
7,1,45,2800,6928,594,3892,8796,4376,1542,758,32.47,1
7,1,46,3225,6157,763,3442,7144,3045,1280,1011,32.25,1
7,1,47,2566,4050,651,4023,7556,3866,1138,936,31.2,1
7,1,48,1462,7011,423,3607,7694,3680,1104,868,28.8,1
7,1,49,3705,4571,412,3224,7509,3898,1595,1038,30.34,1
7,1,50,6346,5404,3074,2307,4697,5634,3557,1144,25.17,1
7,1,51,6982,6056,2570,2156,4749,6519,3631,993,25.55,1
7,1,52,5745,5258,2952,1668,4215,4490,3071,964,25.91,1
7,1,53,7153,4487,3641,2150,4523,5459,3591,997,26.19,1
7,1,54,6878,5240,2533,1827,4639,6098,3744,1023,24.82,1
7,1,55,8375,5753,2385,2762,5383,5573,3535,962,24.12,1
7,1,56,4752,5310,3715,2257,5155,5119,3655,1029,27.03,1
7,1,57,6177,4539,3126,2953,4251,6550,3511,1290,24.16,1
7,1,58,7592,5069,3158,1741,5069,6160,3846,991,26.72,1
7,1,59,6363,5529,2813,2427,4565,5894,3673,1300,21.28,1
7,1,60,1756,21840,4969,5559,3819,5844,2824,987,25.17,1
7,1,61,924,19726,5173,5320,4443,5624,2519,945,22.97,1
7,1,62,1929,20646,5082,5838,4381,5655,2984,865,24.98,1
7,1,63,1232,20700,4934,4846,2933,6442,2966,896,25.11,1
7,1,64,1663,23480,3817,5695,3728,6029,2835,991,28.66,1
7,1,65,1812,21828,4687,5074,2928,5733,2802,870,22.73,1
7,1,66,2333,20774,5082,5238,4787,5023,2875,1081,26.14,1
7,1,67,1243,19689,5569,6815,3863,6210,2741,1064,22.89,1
7,1,68,1451,23626,4741,6763,4470,5683,2241,960,25.02,1
7,1,69,1251,26433,4775,5473,5140,6217,3073,1151,27.51,1
7,1,70,2960,6217,4504,3142,5333,2522,2487,1222,25.17,1
7,1,71,3049,7559,4843,2412,3730,2797,2885,1212,24.22,1
7,1,72,3566,6839,4351,3067,5694,2507,2064,1278,25.82,1
7,1,73,3210,6112,5046,3638,5591,3392,2593,952,28.72,1
7,1,74,2550,8350,5027,3869,4516,3076,2762,1246,25.13,1
7,1,75,3035,5758,4956,3620,4141,2424,2556,1258,29.47,1
7,1,76,3473,5377,3642,2869,6530,3071,2193,1300,23.12,1
7,1,77,2122,6709,5152,2883,4052,2331,2046,1080,26.32,1
7,1,78,2652,4546,3859,3058,4881,2075,2621,1407,28.37,1
7,1,79,2170,5397,5433,3509,5232,3120,2414,1239,25.77,1
7,1,80,8126,5949,3905,7737,7145,4059,2643,2056,12.91,1
7,1,81,9493,7873,4786,8818,8216,4565,2864,2032,14.64,1
7,1,82,7128,7245,4168,8394,6411,3436,2714,1921,12.15,1
7,1,83,8732,3702,4409,7649,7705,3757,2691,2254,11.53,1
7,1,84,9025,5528,4180,7640,7335,4595,2327,1937,11.95,1
7,1,85,9621,7040,4488,7727,6527,3685,2795,2251,16.41,1
7,1,86,11440,5064,2798,7157,6181,4407,2808,2190,14.11,1
7,1,87,7429,5524,4083,7943,7349,4694,2781,1929,8.84,1
7,1,88,8457,6199,3250,6594,7830,3535,2968,1957,10.27,1
7,1,89,7896,4616,4446,8268,7117,2868,2823,1979,14.64,1
7,1,90,44933,36516,7289,8162,18507,2718,2147,577,46.9,2
7,1,91,44213,36882,6179,7447,19079,2089,2211,806,44.89,2
7,1,92,43553,34305,7487,7587,20404,2768,2244,444,48.78,2
7,2,1,43934,33587,7821,9215,15295,3156,2418,533,47.95,2
7,2,2,46824,32195,7443,7916,17242,3052,1988,550,46.27,2
7,2,3,43595,33994,7543,9048,19518,2996,2096,775,45.13,2
7,2,4,44616,41087,7234,8030,18511,2230,2166,527,48.75,2
7,2,5,42782,36078,7177,8450,18293,3043,2653,702,47.55,2
7,2,6,44479,38456,8050,7980,18215,2623,2671,625,44.83,2
7,2,7,46351,35248,6615,8435,17042,3025,2447,553,47.29,2
7,2,8,54186,84401,31424,11048,8748,1905,1736,1632,46.9,2
7,2,9,54095,80799,29414,12899,9209,1941,1690,1801,44.57,2
7,2,10,53491,89909,29929,11868,9076,2084,1916,1638,45.97,2
7,2,11,56285,78379,31034,10115,9051,1694,1692,1499,45.5,2
7,2,12,51545,85049,32075,11235,9720,1243,2029,1922,47.9,2
7,2,13,54660,86148,29999,10388,10740,1880,2091,1564,49.51,2
7,2,14,55283,91057,32647,9947,9111,2077,1457,1737,47.21,2
7,2,15,51352,78647,31657,10512,8376,1872,1710,1381,44.81,2
7,2,16,54933,87641,32897,11866,9916,1820,1694,1822,47.35,2
7,2,17,59821,84151,33679,10165,8575,1894,1810,1332,47.72,2
7,2,18,31144,40962,9004,2593,7595,3656,862,1064,46.9,2
7,2,19,33037,35173,9227,2559,7441,3242,1194,1013,45.65,2
7,2,20,29833,38876,9303,2533,9043,3107,824,1350,47.58,2
7,2,21,30570,41941,9287,3261,6749,3283,1017,1140,45.19,2
7,2,22,32126,39395,9697,2040,5938,4269,713,998,51.18,2
7,2,23,29040,46520,9512,2561,7097,3940,1031,998,47.29,2
7,2,24,25655,39798,9395,2422,6558,3408,882,1207,48.38,2
7,2,25,32956,41023,9604,2962,6825,3868,1123,1285,45.79,2
7,2,26,31809,36188,9299,1942,6756,3770,1026,1406,48.5,2
7,2,27,30784,34856,7906,2374,5185,4168,816,870,47.57,2
7,2,28,61885,48023,10183,6105,9161,2582,3516,1788,34.64,2
7,2,29,63197,49256,9645,5703,10183,2367,3352,1917,35.4,2
7,2,30,61305,49048,9276,6212,10943,2660,3347,1790,32.59,2
